"ID","Type","Name","Documentation","Specialization"
"id-9138a534ea3a4ac1895adb46e5344669","ApplicationComponent","User Application","",""
"id-c6d0aa7eab854ebdaebf887cdeb8e5a9","ApplicationComponent","Web Services Component","",""
"id-9ec9bfdd8e56461eada10d695932b9c1","ApplicationEvent","Forecasts Requests","Based on the information on KTP team confluence page - icarus-GLDPM-service  > message flow",""
"id-fe3109f987b841c68587255ee1ce5fcb","ApplicationFunction","(Standard) Menu Entry Functions","Menu items in LF energy CoMPAS to interface with the software.",""
"id-818d86779bc04ba1bfb99865567471d6","ApplicationFunction","104 address to 61850 SCL Editor","Editor to show/change 104 adresses mapped on IEC61850 SCL adresses based on the IEC/TS 61850-80-1.",""
"id-43116cd3b69245409a39a3ddf8827040","ApplicationFunction","Aggregated/Distributed/virtualized equipment protections","To monitor systems failures and disconnect assets to prevent them from being damaged.",""
"EAID_54E7A856_181B_4741_8B3F_456C8424070F","ApplicationFunction","Alarm Management","A specific form of event management",""
"id-dfbf2fcb200944dd96980e481cb1024d","ApplicationFunction","Apache Spark","",""
"id-6cf75b1e57a24785b1f0b836faf3f001","ApplicationFunction","API","",""
"id-dbf149bc3dff4e4cb991b01b6549f78f","ApplicationFunction","Application Function","An application function represents automated behavior that can be performed by an application component.

An application function describes the internal behavior of an application component. If this behavior is exposed externally, this is done through one or more services. An application function abstracts from the way it is implemented. Only the necessary behavior is specified.

An application function may realize one or more application services. Application services of other application functions and technology services may serve an application function. An application function may access data objects. An application component may be assigned to an application function (which means that the application component performs the application function). The name of an application function should preferably be a verb ending with “-ing”; e.g., “accounting”.",""
"id-a4e94c2e80f346d28851eaf7b060813f","ApplicationFunction","Area diagram Layout","",""
"EAID_888D5F2F_E719_48ec_B47E_38B222F8C252","ApplicationFunction","Asymmetric Power Flow Analysis","",""
"id-d2a3c03d40b5409c8e20dfb5c45723ea","ApplicationFunction","Auto Align SLD (Single Line Diagram)","Generate Single line diagram layout coordinates based on SCL input.",""
"id-0e0ec8a885be494ba9fbd78e6a75bd84","ApplicationFunction","Automatic SLD generator","",""
"id-7779977b17e34e459cb4051c21a9daca","ApplicationFunction","Central Hub","A central platform for data collection, monitoring and control equipment and nodes in the smart grid (e.g. SCADA or IoT platform).",""
"id-827c0a10133e4378a71ecad0b85d2f21","ApplicationFunction","CIM CGMES-EQ to 61850 SCL","Function convert CGMES-EQ into 61850 SCL.",""
"id-e0722b8c74274e3cb29ff2940c35e098","ApplicationFunction","CIM-based SLD generator","",""
"id-901613156ceb4392b99d6bc368e62086","ApplicationFunction","CIM-CGMES-Import","Imports CIM-CGMES data from XML files to make it available to other functions.",""
"id-11b35e4608404962abcd2ce0d8b37c95","ApplicationFunction","Circular Averages","",""
"id-c561784dde834a70b33559e60fa24585","ApplicationFunction","CleanUp","Function to check and cleanup unused SCL elements.",""
"id-c72aa70c383d45d792062fb6a372252b","ApplicationFunction","Cluster configuration","",""
"id-2371826b034a42cd8bfd5682b1a8e908","ApplicationFunction","Communication Editing","Editor for the 61850 SCL communication subsection.",""
"id-f4a0eb03f7c34485b89922f8c15e880f","ApplicationFunction","Compare IED","Function to compare IED's. E.g. for comparing a IED with a template IED.",""
"id-d543a9d72ba542268a681cd7e3c1b6b8","ApplicationFunction","CoMPAS for Siemens SITIPE","Functions to interact with the Siemens SITIPE database.",""
"id-0ee073645af04aad9521eaca4d2adcfa","ApplicationFunction","CoMPAS Settings","See/change CoMPAS specific settings",""
"id-aebce4eca1bb46f997157fdac626845a","ApplicationFunction","CoMPAS version ","Show and manage the CoMPAS SCL files stored in the database.",""
"id-16d93648b62e41039fe95b073e1fba52","ApplicationFunction","Configuration ","To configure and interact with a device on side",""
"id-2de795c9a09e4d6589b00baca2913aea","ApplicationFunction","Configuration and deployment automation","",""
"id-c675cf4ba2da4d388ab2837c53db9810","ApplicationFunction","Configuration Management","Container function for configuration management consist of (agrregate)
1. Make system configuration 
 1.1. Make substation configuration 
 1.2 Make IED configuration (bij. DER) 
2. Edit system configuration 
 2.1 Idem 
 2.2 Idem 
 2.3 Grid planning import  
3. Store system configuration 
 3.1 Idem
 3.3 Version Management
4. Validate
5. Compare 
",""
"id-751bb6e70c6e4b7dad97b1f7e5579aaf","ApplicationFunction","Configuration Management","",""
"EAID_D5D6B2F1_11BE_4985_B1D5_D5DA4380F2E1","ApplicationFunction","Contingency Analysis","In layman's terms, Contingency Analysis (CA) is a ""what if"" scenario simulator that evaluates, provides and prioritizes the impacts on an electric power system when problems occur. A contingency is the loss or failure of a small part of the power system (e.g. a transmission line), or the loss/failure of individual equipment such as a generator or transformer. Contingency analysis is an application function that uses a simulated model of the power system, to:
• evaluate the effects, and
• calculate any overloads,
resulting from each contingency.
Contingency Analysis is essentially a ""preview"" analysis tool. It simulates and quantifies the results of problems that could occur in the power system in the immediate future.
CA is used as a study tool for the off-line analysis of contingency events, and as an on-line tool to show operators what would be the effects of future outages. This allows operators to be better prepared to react to outages by using pre-planned recovery scenarios. 
Definition from EPRI Smart Grid repository.https://smartgrid.epri.com/UseCases/ContingencyAnalysis-Baseline.pdf ",""
"id-5dec5d3938344ecdbceef9656405033e","ApplicationFunction","Continuous integration","",""
"id-316c92fac020410e863dc174d53d9966","ApplicationFunction","Create Virtual IED","Function to create a virtual IED based on 61850 SCL data templates.",""
"id-fcdd7681e6ac42be8098409622d3f317","ApplicationFunction","Cross device/vendor and cross telecom network compatibility","To ensure that your system works with the widest possible device, vendor and telecom network base.",""
"id-920a3537fffd43eba8817bff60c94a25","ApplicationFunction","Cyber Security","",""
"id-b49bb18366db4bf6932efd2feb9f0b61","ApplicationFunction","Data acqusition and treatment","To acquire data from the nodes in the smart grid ",""
"id-812138725a5b4c3491974837377d0da3","ApplicationFunction","Data Lineage","Data lineage is the process of tracking the flow of data over time, providing a clear understanding of where the data originated, how it has changed, and its ultimate destination within the data pipeline.  ",""
"id-cd95cb7b3d9f4b65a4e2f1b6ec7272fb","ApplicationFunction","Deep Learning","Artificial intelligence functionality that imitates the workings of the human brain in processing data and creating patterns for use in decision making, capable of learning unsupervised from data that is unstructured or unlabeled.",""
"id-8f717ba0d6764af2abbd634da3859f6a","ApplicationFunction","Delta","",""
"id-84071667d7624be89b5442a991b9a069","ApplicationFunction","Destinations","",""
"id-d807e467e3c1431eb27c3c8a41debd9c","ApplicationFunction","Device configuration data lineage","The check that every device in the energy system has the correct configuration",""
"id-01f6632001eb453988eeb5d301205760","ApplicationFunction","Device control","",""
"id-c8793ac0f43f4ab98fe4b866ea870e1b","ApplicationFunction","Device installation services","",""
"id-6a99f3d94a8e446a9c17c6af499a02b2","ApplicationFunction","Device management","",""
"id-65c7f9aca2594ec5b86c343902e3f9a8","ApplicationFunction","Device monitoring","",""
"id-b34b0b75ba604a6282ae3d0e3c100dc6","ApplicationFunction","Device Status Monitoring","",""
"id-2bb496d1b67749eda9624f6deb59bcbf","ApplicationFunction","Dispatch/Adequacy Calculation","Simulation for balancing responsability management across power system domains to ensure power flow and resource participation for market integrated and non-market integrated services.",""
"id-50472b3d98a4440785c99dafec8d6b0e","ApplicationFunction","Distributed storage manager","",""
"id-ddeea64600784e228a4bcf6116a9031d","ApplicationFunction","Domian specific functions","",""
"EAID_B1D264FA_0549_4f7b_992A_46139B679507","ApplicationFunction","Dynamic Security Assessment","DSA focuses on the security of system dynamics in various timescales, from transients of several seconds to slow dynamics of several minutes or even hours. It refers to the analysis and quantification of the degree and risk in a power system’s ability to survive imminent disturbances (DSA contingencies) without interruption to customer service.

 1. DSA contingencies is a list of the largest generators and loads in the system. The DSA application function simulates the effects of these contingencies on the grid and outputs the impacts over time, including dropping frequency and stability.
 2. The DSA tool can also be used to simulate the behaviour of the grid over time, based on the current state of the grid and/or forecasted conditions, in the absence of DSA  contingency events.


There are four subareas in Dynamic Security/Stability Assessment:
 - Transient stability analysis
 - Small signal analysis
 - Frequency stability analysis
 - Voltage Stability Assessment",""
"id-e508c830ee24471886d93a6d0d38d4ae","ApplicationFunction","Dynamic simulation","",""
"id-e7509dc99d3d43dcb2a59fb6d00103ee","ApplicationFunction","Edge configuration management","maintain configuration of all edge components. Enable software updates across all edge components
Includes
- Building & generating configurations
- Change configurations
- Store configurations
- Version management",""
